,revenue,pred,,,
1825,22697691,102128204.6,7.355981679,8.009145697,-0.653164018
1826,18899204,72413521.41,7.276443513,7.859819667,-0.583376155
1827,13276953,64655491.71,7.123098418,7.810605419,-0.687507001
1828,94728529,112889780.3,7.976480793,8.052654628,-0.076173835
1829,3818452,66259506.72,6.581887336,7.821248198,-1.239360863
1830,3221568,40179607.04,6.508067303,7.604005685,-1.095938382
1831,4278150,68358945.42,6.631256008,7.834795354,-1.203539347
1832,299965036,145087173.4,8.477070636,8.16162902,0.315441616
1833,316360478,110453960.2,8.500182223,8.043181292,0.457000932
1834,1700000,12766904.89,6.230448921,7.106085623,-0.875636702
1835,31623833,,7.500014508,#NUM!,#NUM!
1836,14000,120431260.5,4.146128036,8.080739232,-3.934611196
1837,2413427,66259506.72,6.382634167,7.821248198,-1.438614031
1838,10348437,6291493.261,7.01487476,6.798753736,0.216121024
1839,50504655,32015309.56,7.703331409,7.505357705,0.197973703
1840,22238696,53967876.7,7.347109318,7.732135332,-0.385026013
1841,23509382,23509382,7.371241213,7.371241213,0
1842,29400000,68633975.1,7.46834733,7.836539153,-0.368191822
1843,5262047,106962602.2,6.721154723,8.02923196,-1.308077237
1844,4215859,80751744.14,6.624886077,7.907151911,-1.282265834
1845,1083282,45609667.93,6.034741527,7.65905691,-1.624315383
1846,1749956,61421885.69,6.243027129,7.788323145,-1.545296016
1847,25893810,68747448.76,7.413195957,7.837256586,-0.424060629
1848,14375181,49940029.58,7.157613322,7.698448795,-0.540835474
1849,51881013,134351407.7,7.715008447,8.128242221,-0.413233774
1850,4916871,178780329.8,6.691688814,8.252319734,-1.56063092
1851,12396383,80080677.54,7.093294986,7.903527739,-0.810232753
1852,34377585,83820277.01,7.536275365,7.923349092,-0.387073727
1853,32222567,98399915.7,7.508160135,7.992994726,-0.484834591
1854,9868521,55616834.35,6.99425207,7.745206266,-0.750954196
1855,42721196,70762773.51,7.630643402,7.849804847,-0.219161444
1856,17336370,186958639.5,7.238958167,8.271745539,-1.032787372
1857,3769990,131576385,6.576340198,8.11917795,-1.542837752
1858,3832228,15273038,6.58345134,7.183925432,-0.600474093
1859,10424470,60256838.34,7.018053984,7.780006341,-0.761952357
1860,12854953,76853717.75,7.109070493,7.885664881,-0.776594388
1861,351692268,119594839,8.54616282,8.077712439,0.468450382
1862,19351569,57782949.06,7.286716183,7.761799703,-0.47508352
1863,44460850,56678207.16,7.647977761,7.753416104,-0.105438343
1864,65754228,140869228.1,7.817923683,8.148816135,-0.330892452
1865,5409517,76948016.58,6.73315849,7.88619743,-1.15303894
1866,18720175,87989624.04,7.272309904,7.944431462,-0.672121558
1867,147845033,61469588.98,8.169806739,7.788660309,0.381146429
1868,2070806,49658492.46,6.316139415,7.695993531,-1.379854116
1869,56359980,63400910.07,7.75097083,7.802095492,-0.051124662
1870,637769,6291493.261,5.804663406,6.798753736,-0.99409033
1871,11000000,65579851.75,7.041392685,7.816770431,-0.775377745
1872,2510433,44395217.73,6.399748635,7.64733619,-1.247587555
1873,343786,38756779.79,5.536288187,7.588347685,-2.052059498
1874,15473333,101403963.1,7.189583872,8.006054928,-0.816471056
1875,10400000,10400000,7.017033339,7.017033339,0
1876,11000000,136203856.8,7.041392685,8.134189406,-1.09279672
1877,16853487,50662071.94,7.22668977,7.704682947,-0.477993177
1878,30102717,75391596.97,7.478605696,7.877322943,-0.398717247
1879,45000000,29868910.55,7.653212514,7.475219382,0.177993131
1880,7434726,69782018.77,6.871264968,7.843743529,-0.972478562
1881,1246141,34783666.75,6.095567185,7.541375362,-1.445808176
1882,35419397,41932680.19,7.549241163,7.622552622,-0.073311459
1883,4557214,51527847.41,6.658699423,7.712042,-1.053342577
1884,8620929,65266452.36,6.935554068,7.814690007,-0.879135938
1885,15445131,47203726.28,7.188791596,7.673976283,-0.485184687
1886,14560084,57849300.75,7.163163881,7.762298114,-0.599134233
1887,8143225,78853465.46,6.910796435,7.896820784,-0.98602435
1888,22642033,54374337.56,7.354915419,7.735393979,-0.38047856
1889,43008075,58874309.8,7.633550004,7.769925829,-0.136375824
1890,3412497,60359258.62,6.533072278,7.780743897,-1.247671619
1891,96976270,93429535.36,7.986665476,7.970484189,0.016181287
1892,79958599,58597202.98,7.902865176,7.767876886,0.13498829
1893,39723096,65838155.49,7.59904309,7.818477655,-0.219434565
1894,147934180,165357898.1,8.170068529,8.218424943,-0.048356414
1895,23430766,72347199.46,7.369786487,7.859421724,-0.489635238
1896,28008462,98029862.38,7.447289262,7.991358393,-0.544069131
1897,20908467,91045658.85,7.320322192,7.959259243,-0.638937051
1898,105178561,76097656.56,8.021927225,7.881371283,0.140555942
1899,83282296,84148353.76,7.92055269,7.925045624,-0.004492934
1900,68411275,108951899,7.835127685,8.037234804,-0.20210712
1901,852206,,5.930544588,#NUM!,#NUM!
1902,281929795,90607779.98,8.450140976,7.95716549,0.492975486
1903,30987695,71119148.68,7.491189273,7.851986549,-0.360797277
1904,236185,40006580.57,5.373252312,7.602131433,-2.228879121
1905,39438674,77597512,7.595922305,7.889847797,-0.293925492
1906,32395,71440754.77,4.510477984,7.853946034,-3.34346805
1907,65884703,59222115.89,7.818784593,7.77248392,0.046300673
1908,54744738,108269652.1,7.738342382,8.034506741,-0.29616436
1909,10372291,36828247.27,7.015874693,7.56618105,-0.550306358
1910,433013274,281791424.8,8.63650121,8.449927773,0.186573437
1911,71000000,51441183.33,7.851258349,7.71131095,0.139947398
1912,16519460,161929355.8,7.217995847,8.209325588,-0.991329742
1913,29712172,49986869.52,7.4729344,7.698855939,-0.225921539
1914,22773535,68839496.11,7.357430449,7.837837683,-0.480407234
1915,1703282,66981019.06,6.231286557,7.825951751,-1.594665194
1916,23202444,59571780.88,7.365533733,7.775040583,-0.40950685
1917,22228000,49145824.78,7.346900388,7.691486628,-0.34458624
1918,24689703,53871103.62,7.392515866,7.731355873,-0.338840007
1919,136400000,127324144.1,8.13481437,8.104910766,0.029903605
1920,460226,16425915.49,5.66297115,7.215529584,-1.552558434
1921,117487473,116960318.1,8.069991563,8.068038541,0.001953022
1922,1079726,31101749.3,6.033313559,7.492784816,-1.459471257
1923,29700000,59232689.26,7.472756449,7.772561451,-0.299805001
1924,484409218,199788038.8,8.685212399,8.300569484,0.384642915
1925,179213434,133492987.8,8.253370562,8.125458453,0.127912108
1926,449220945,138396506.4,8.652459997,8.141125127,0.51133487
1927,754935,95447107.97,5.87790956,7.979762774,-2.101853213
1928,39071603,26704920,7.591861229,7.426591281,0.165269948
1929,179033791,71513006.17,8.252935008,7.854385035,0.398549973
1930,34604000,63700255.21,7.539126303,7.804141172,-0.265014869
1931,4905000,52149123.04,6.690639012,7.71724701,-1.026607998
1932,5800000,30618042.7,6.763427994,7.485977424,-0.722549431
1933,18782400,83347098.91,7.273751085,7.920890488,-0.647139403
1934,57915972,48910158.69,7.762798349,7.689399072,0.073399278
1935,20000000,84372548.46,7.301029996,7.926201167,-0.625171171
1936,3225000,101027337.1,6.508529719,8.004438906,-1.495909187
1937,84772742,96484752.87,7.928256231,7.984458689,-0.056202458
1938,512451,40848631.58,5.709652345,7.611177512,-1.901525167
1939,98376292,93631329.21,7.992890449,7.971421189,0.02146926
1940,147080413,103562522.4,8.167554841,8.01520262,0.152352221
1941,24911670,99323736.63,7.396402842,7.99705305,-0.600650207
1942,83531958,104370069.7,7.921852661,8.018575974,-0.096723312
1943,27900000,78586990.96,7.445604203,7.89535066,-0.449746457
1944,57138719,57388258.12,7.7569305,7.758823043,-0.001892543
1945,5000000,60218827.89,6.698970004,7.779732298,-1.080762294
1946,177200000,92015671.13,8.248463718,7.963861798,0.28460192
1947,186053725,165504006.8,8.269638369,8.218808512,0.050829857
1948,274703340,213212250.7,8.43886394,8.328812155,0.110051785
1949,176104344,166044203.6,8.245770069,8.220223719,0.02554635
1950,207283925,175378574.5,8.316565624,8.243976536,0.072589088
1951,235926552,165669712.2,8.372776821,8.219243118,0.153533703
1952,29381649,76489992.03,7.468076166,7.883604616,-0.415528449
1953,16929123,128773261.4,7.22863446,8.109825695,-0.881191235
1954,5471376,259174071.9,6.738096561,8.413591552,-1.675494991
1955,93375151,163921632.7,7.970231317,8.214636271,-0.244404954
1956,64437847,53274680.82,7.809141021,7.726520856,0.082620165
1957,141220678,70959475.16,8.149898292,7.851010395,0.298887898
1958,940944,39693357.34,5.973563777,7.598717834,-1.625154057
1959,72179579,60468017.5,7.858414345,7.78152573,0.076888615
1960,28078073,102824075.6,7.448367299,8.012094814,-0.563727515
1961,3077361,88396535.51,6.488178446,7.946435244,-1.458256799
1962,6600000,60092396.11,6.819543936,7.778819521,-0.959275586
1963,1450000,75752429.86,6.161368002,7.879396568,-1.718028566
1964,8000000,60383445.43,6.903089987,7.78091789,-0.877827903
1965,2735731,92382231.48,6.437073392,7.965588448,-1.528515057
1966,8362969,42134338.74,6.922360487,7.624636182,-0.702275695
1967,21134374,45765301.39,7.324989389,7.660536327,-0.335546938
1968,3100000,33996851.2,6.491361694,7.531438694,-1.040077001
1969,8200000,55747986.95,6.913813852,7.74622919,-0.832415337
1970,10400000,108162983,7.017033339,8.034078656,-1.017045317
1971,25754284,57978543.82,7.41084948,7.763267303,-0.352417823
1972,17374595,98036883.63,7.23991469,7.991389498,-0.751474808
1973,85000000,67477274.8,7.929418926,7.829157534,0.100261391
1974,85131830,122529329,7.930091969,8.088240055,-0.158148086
1975,141774679,141774679,8.151598673,8.151598673,0
1976,71069884,62927070.37,7.851685607,7.798837513,0.052848093
1977,28,,1.447158031,#NUM!,#NUM!
1978,480811,84311114.13,5.681974395,7.925884828,-2.243910433
1979,5476060,,6.738468198,#NUM!,#NUM!
1980,21268532,50091503.33,7.327737515,7.699764066,-0.372026551
1981,13651656,,7.135185336,#NUM!,#NUM!
1982,5979011,110311726,6.776629352,8.04262168,-1.265992327
1983,18869631,81224422.51,7.275763408,7.909686632,-0.633923225
1984,8083123,92499735.07,6.907579187,7.966140489,-1.058561301
1985,670774,63853000.48,5.82657622,7.80518131,-1.978605089
1986,960040,89538203.78,5.982289328,7.952008378,-1.96971905
1987,14681192,90392003.09,7.166761318,7.95613001,-0.789368692
1988,9797098,,6.991097452,#NUM!,#NUM!
1989,3184348,108249417.5,6.503020523,8.034425568,-1.531405045
1990,57041866,63397651.61,7.756193724,7.802073171,-0.045879447
1991,15122000,64267605.46,7.179609234,7.807992119,-0.628382885
1992,51684798,55629751.27,7.713362823,7.745307118,-0.031944295
1993,8247943,82166811.32,6.916345651,7.914696433,-0.998350783
1994,784990,,5.894864124,#NUM!,#NUM!
1995,115860,37498108.73,5.063933524,7.574009364,-2.51007584
1996,12277096,65634387.26,7.089095652,7.817131435,-0.728035783
1997,8674093,16345502.22,6.938224074,7.213398269,-0.275174195
1998,171504781,77630834.35,8.234276231,7.890034254,0.344241977
1999,46616067,48359644.51,7.668535629,7.6844831,-0.01594747
2000,288752301,186477683.6,8.460525454,8.270626866,0.189898588
2001,13167232,98976584.82,7.119494488,7.995532464,-0.876037977
2002,3813293,83034176.11,6.581300176,7.919256881,-1.337956705
2003,16262415,38245991.11,7.21118504,7.58258592,-0.37140088
2004,12706478,52122255.94,7.104025189,7.717023204,-0.612998016
2005,42039085,72533754.61,7.623653255,7.860540159,-0.236886904
2006,5596267,44691119.36,6.747898427,7.650221232,-0.902322806
2007,28202109,101113357.3,7.450281587,8.004808531,-0.554526944
2008,3527636,108270343.3,6.547483766,8.034509514,-1.487025748
2009,17514553,17514553,7.243399058,7.243399058,0
2010,17637950,58876693.14,7.246448107,7.769943409,-0.523495302
2011,43455230,116197880.4,7.638042053,8.065198206,-0.427156153
2012,7399763,100036814,6.86921781,8.000159852,-1.130942041
2013,6436211,,6.808630273,#NUM!,#NUM!
2014,1189315,84876072.02,6.075296896,7.928785273,-1.853488376
2015,84460846,203625437.7,7.926655427,8.308832031,-0.382176604
2016,22433275,31783844.9,7.35089268,7.502206433,-0.151313753
2017,13854000,86731550.71,7.141575183,7.938177111,-0.796601928
2018,6264058,,6.79685577,#NUM!,#NUM!
2019,7242035,88102043.38,6.859860619,7.944985981,-1.085125362
2020,3587303,67460203.02,6.554768061,7.829047644,-1.274279583
2021,1893139,42251482.1,6.277182502,7.625841948,-1.348659445
2022,34994648,66749170.58,7.544001629,7.824445874,-0.280444244
2023,9205924,66522763.06,6.964067385,7.82297028,-0.858902894
2024,14237000,35924026.48,7.153418485,7.555385008,-0.401966523
2025,20659423,41852528.64,7.315118188,7.621721702,-0.306603514
2026,187349,,5.272651379,#NUM!,#NUM!
2027,2835116,55722493.24,6.452570833,7.74603054,-1.293459707
2028,331000,75165110.65,5.519827994,7.876016301,-2.356188307
2029,8892589,17918245,6.94902822,7.25329547,-0.30426725
2030,8,8,0.903089987,0.903089987,0
2031,19595031,44561422.02,7.292145955,7.648959041,-0.356813086
2032,29300000,65908627.18,7.46686762,7.818942266,-0.352074645
2033,21630088,84444831.18,7.335058286,7.926573072,-0.591514785
2034,40697761,157524057.3,7.609570517,8.197346889,-0.587776372
2035,1791328,1791328,6.253175114,6.253175114,0
2036,4594452,34383760.65,6.662233719,7.536353375,-0.874119656
2037,3790493,,6.578695699,#NUM!,#NUM!
2038,13008928,103002760,7.11424151,8.012848862,-0.898607352
2039,4865997,40179454.21,6.687171837,7.604004033,-0.916832196
2040,216614388,199431007.7,8.3356873,8.299792684,0.035894616
2041,808114,73007457.89,5.907472631,7.863367227,-1.955894596
2042,74134790,101746755.8,7.870022062,8.007520571,-0.137498509
2043,10499694,106165541.1,7.021176642,8.025983578,-1.004806935
2044,6500000,,6.812913357,#NUM!,#NUM!
2045,117463,37271167.91,5.069901089,7.571373002,-2.501471913
2046,40485039,59899985.3,7.607294562,7.777426716,-0.170132154
2047,45892212,66329000.17,7.661738991,7.821703451,-0.15996446
2048,19131000,57591244.95,7.281737672,7.760356467,-0.478618795
2049,2692037,56373265.68,6.430081025,7.751073194,-1.320992169
2050,18671317,90889406.32,7.271174952,7.958513267,-0.687338314
2051,10166459,90476816.91,7.007169714,7.956537313,-0.9493676
2052,19738015,75797591.64,7.295303475,7.879655407,-0.584351932
2053,8125592,49129119.28,6.909855012,7.691338979,-0.781483967
2054,28890240,,7.46075115,#NUM!,#NUM!
2055,3916303,81443537.05,6.592876285,7.910856627,-1.317980341
2056,4786789,44131777.64,6.680044284,7.644751421,-0.964707137
2057,7754571,45461234.33,6.889557777,7.657641223,-0.768083447
2058,12195695,61625168.03,7.086206555,7.789758116,-0.703551562
2059,2420917,118625174.9,6.3839799,8.074176866,-1.690196966
2060,2777280,85815210.76,6.443619667,7.933564273,-1.489944607
2061,60864870,67319015.82,7.784366699,7.828137758,-0.043771059
2062,20047604,,7.302062475,#NUM!,#NUM!
2063,7237794,74887129.67,6.859606218,7.874407185,-1.014800967
2064,78247647,62797592.01,7.893471287,7.797942991,0.095528296
2065,14697005,52025662.53,7.167228842,7.71621762,-0.548988778
2066,15704614,103068395.6,7.196027266,8.013125516,-0.817098249
2067,793775,114907213.8,5.899697417,8.060347294,-2.160649878
2068,22099847,59549666.04,7.344389267,7.77487933,-0.430490063
2069,296000000,136904063.8,8.471291711,8.13641634,0.334875371
2070,3960327,15714644.49,6.597731047,7.19630456,-0.598573514
2071,49797148,58212017.66,7.69720447,7.765012652,-0.067808182
2072,1145404,94163429.99,6.058958695,7.97388227,-1.914923574
2073,15942628,,7.202559913,#NUM!,#NUM!
2074,16093651,52309134.27,7.206654579,7.718577532,-0.511922953
2075,4192440,120927266.7,6.622466856,8.082524237,-1.460057381
2076,368780809,388056711.7,8.566768313,8.588895199,-0.022126887
2077,15250000,81691305.58,7.183269844,7.912175837,-0.728905993
2078,362211740,215357895.3,8.558962523,8.333160798,0.225801724
2079,99000,43681159.07,4.995635195,7.640294154,-2.644658959
2080,1443067,,6.159286495,#NUM!,#NUM!
2081,43719,,4.64067022,#NUM!,#NUM!
2082,295206,31505842.83,5.47012518,7.498391102,-2.028265922
2083,192816,211008366.7,5.285143069,8.324299676,-3.039156607
2084,30050028,45684920.18,7.477844881,7.65977287,-0.181927989
2085,3169719,,6.501020763,#NUM!,#NUM!
2086,8800000,48307468.94,6.944482672,7.684014283,-0.739531611
2087,110879513,52461517.31,8.04485131,7.719840847,0.325010463
2088,46908987,73264677.93,7.671256054,7.864894645,-0.19363859
2089,12065892,64412617.84,7.081559434,7.80897095,-0.727411516
2090,16554699,71156485.53,7.218921289,7.85221449,-0.633293201
2091,401421,40030603.35,5.603600088,7.602392136,-1.998792047
2092,1519796,58174224.67,6.181785297,7.764730604,-1.582945307
2093,63408614,66337424.82,7.80214826,7.821758608,-0.019610348
2094,9114702,81644563.7,6.959742474,7.911927273,-0.952184798
2095,40590000,77432220.64,7.608419051,7.888921714,-0.280502663
2096,71079915,71079915,7.8517469,7.8517469,0
2097,79258538,82677496.92,7.899046057,7.91738732,-0.018341263
2098,725131,55283579.3,5.860416472,7.742596153,-1.882179681
2099,14278900,63478583.05,7.154694752,7.802627224,-0.647932472
2100,25928721,66543260.04,7.413781095,7.823104074,-0.409322979
2101,100544,13717840.53,5.002356159,7.13728575,-2.134929591
2102,49501,,4.694613972,#NUM!,#NUM!
2103,35402320,56467505.87,7.549031723,7.751798606,-0.202766882
2104,165335153,138851375.5,8.218365202,8.142550186,0.075815015
2105,347325802,184277558.9,8.540737047,8.265472451,0.275264597
2106,20424259,44732163.01,7.310146309,7.650619899,-0.34047359
2107,6950125,30558322.03,6.841992616,7.485129503,-0.643136888
2108,31678778,54207210.74,7.50076842,7.734057061,-0.233288641
2109,8091910,87137609.56,6.908051044,7.940205642,-1.032154598
2110,19853892,58997481.81,7.297845655,7.770833475,-0.47298782
2111,70687344,81565721.95,7.849341664,7.911507685,-0.062166021
2112,287553595,153523323.5,8.458718802,8.186174363,0.272544438
2113,13596911,52370832.68,7.133440255,7.719089479,-0.585649224
2114,13678913,35612633.02,7.136051587,7.551604084,-0.415552497
2115,1051948,38745706.97,6.021994272,7.58822359,-1.566229317
2116,373967,54187032.95,5.57283328,7.733895372,-2.161062091
2117,62112895,95731040.55,7.793181772,7.98105278,-0.187871008
2118,85498534,87149608.97,7.931958668,7.940265443,-0.008306775
2119,33788161,36535224.71,7.528764555,7.562711783,-0.033947228
2120,14010832,19407990.83,7.146463926,7.287980578,-0.141516653
2121,19693891,55390735.31,7.29433153,7.74343713,-0.449105601
2122,850225,43497502.14,5.929533871,7.638464318,-1.708930447
2123,688510,6291493.261,5.837910252,6.798753736,-0.960843483
2124,4574762,25343355.49,6.660368505,7.403864116,-0.74349561
2125,59217789,84066633.31,7.772452188,7.924623655,-0.152171467
2126,16017403,41072767.91,7.204592103,7.613553971,-0.408961868
2127,261603,3620534.333,5.41764272,6.55877267,-1.14112995
2128,4790926,55368615.53,6.680419463,7.743263664,-1.062844201
2129,27053815,117738215,7.432228516,8.070917447,-0.638688931
2130,16991902,42122427.7,7.230241995,7.624513394,-0.394271399
2131,1667192,6291493.261,6.221985618,6.798753736,-0.576768118
2132,23619609,94860882.6,7.373272704,7.977087161,-0.603814457
2133,40222729,27290213.98,7.604471533,7.436006941,0.168464592
2134,251058,251058,5.399774065,5.399774065,0
2135,8493890,129887479.8,6.929106632,8.11356729,-1.184460658
2136,5271666,80390773.42,6.721947887,7.905206207,-1.18325832
2137,104876233,70411183.55,8.02067708,7.847641644,0.173035435
2138,2402459,6291493.261,6.380655985,6.798753736,-0.418097751
2139,2452566,128549713.3,6.389620703,8.109071113,-1.719450409
2140,2689068,62693705.28,6.429601785,7.797223938,-1.367622153
2141,6000000,63120636.34,6.77815125,7.800171368,-1.022020118
2142,60000000,96188247.13,7.77815125,7.983122011,-0.20497076
2143,6800000,94196492.63,6.832508913,7.974034732,-1.14152582
2144,10600000,23492034.3,7.025305865,7.370920626,-0.345614761
2145,5000000,53339671.02,6.698970004,7.727050333,-1.028080328
2146,9697739,139269775.9,6.986670492,8.143856877,-1.157186385
2147,100020092,60792076.62,8.00008725,7.783846979,0.216240271
2148,24185781,40630095.69,7.383560116,7.608847845,-0.225287729
2149,60780981,51689300.29,7.783767705,7.713400653,0.070367052
2150,1,50091503.33,0,7.699764066,-7.699764066
2151,36642838,111393877.7,7.563989103,8.046861322,-0.48287222
2152,17292381,,7.237854796,#NUM!,#NUM!
2153,77516304,83602291.9,7.889393057,7.922218183,-0.032825126
2154,7206220,85682364.17,6.857707517,7.932891441,-1.075183925
2155,37121708,71493974.76,7.56962795,7.854269443,-0.284641492
2156,12000000,38148047.19,7.079181246,7.581472311,-0.502291065
2157,41675194,63174660.97,7.61987763,7.80054292,-0.18066529
2158,67182787,58621041.55,7.827258016,7.768053531,0.059204486
2159,67631903,58622917.41,7.830151608,7.768067428,0.06208418
2160,23978402,,7.379820237,#NUM!,#NUM!
2161,14681661,135579555.2,7.166775192,8.132194205,-0.965419013
2162,20117339,66654700.28,7.303570534,7.82383078,-0.520260246
2163,7316658,135471863.4,6.864312755,8.131849105,-1.267536349
2164,35976000,76293224.52,7.556012875,7.882485971,-0.326473096
2165,83304330,79424122.69,7.920667576,7.899952426,0.020715149
2166,74558115,62111000.37,7.87249492,7.793168524,0.079326395
2167,27642707,93786371.48,7.44158057,7.972139734,-0.530559163
2168,35743308,48538571.57,7.553194743,7.686086991,-0.132892248
2169,3176880,46322499.13,6.502000811,7.665791982,-1.163791171
2170,50315140,84431220.32,7.701698685,7.926503066,-0.224804381
2171,1270522,108808472.8,6.10398219,8.036662715,-1.932680525
2172,54249294,86893110.33,7.734394091,7.938985343,-0.204591252
2173,562816256,204621045.4,8.750366633,8.310950299,0.439416334
2174,72700000,241542311.7,7.861534411,8.382993218,-0.521458808
2175,490475,55452321.28,5.690616876,7.743919731,-2.053302855
2176,141069860,115026819.8,8.149434235,8.060799113,0.088635122
2177,27,,1.431363764,#NUM!,#NUM!
2178,10229331,41099643.69,7.009847232,7.613838057,-0.603990825
2179,976475550,335941493.2,8.989661373,8.526263648,0.463397725
2180,2025238,39893198.71,6.306476068,7.60089886,-1.294422793
2181,14782676,85145205.14,7.169753058,7.930160196,-0.760407138
2182,143049560,122945059.3,8.155486526,8.089711081,0.065775445
2183,6459020,71496068.47,6.810166629,7.854282161,-1.044115532
2184,52223306,55590021.33,7.717864361,7.744996841,-0.027132479
2185,14056528,165069587.1,7.147878062,8.217667065,-1.069789003
2186,390659,78423313.08,5.591797834,7.894445186,-2.302647352
2187,1258000,89986466.01,6.099680641,7.954177196,-1.854496555
2188,31899000,53862198.01,7.503777069,7.731284072,-0.227507004
2189,21202829,97542368.4,7.326393811,7.989193296,-0.662799486
2190,16647800,111396360.5,7.22135685,8.046871002,-0.825514152
2191,27107960,97711102.02,7.433096836,7.989943911,-0.556847075
2192,46236000,73126436.49,7.664980255,7.86407441,-0.199094155
2193,7496681,80922467.19,6.874869031,7.908069115,-1.033200084
2194,26414658,67550742.87,7.421844992,7.829630129,-0.407785137
2195,12232628,71853464.43,7.087519769,7.856447713,-0.768927944
2196,67642693,79408508.18,7.830220889,7.899867037,-0.069646148
2197,91753202,109522083.7,7.962621229,8.039501698,-0.076880469
2198,450717150,241840162.2,8.653904083,8.383528425,0.270375658
2199,25100000,57071069.59,7.399673721,7.756416012,-0.35674229
2200,173921954,122145038.9,8.240354406,8.086875832,0.153478574
2201,66468332,102107477.5,7.82261478,8.009057548,-0.186442767
2202,203388341,93123422.33,8.308326054,7.969058928,0.339267126
2203,71441250,72826597.21,7.853949045,7.862290018,-0.008340973
2204,5778353,139878362.4,6.761804069,8.145750539,-1.38394647
2205,10500000,56308607.58,7.021189299,7.750574788,-0.729385489
2206,16500000,165483082,7.217483944,8.218753601,-1.001269657
2207,300859,90775318.5,5.478363008,7.957967781,-2.479604774
2208,31155435,48531292.7,7.493533819,7.68602186,-0.19248804
2209,80936232,162918084.4,7.908142982,8.211969295,-0.303826313
2210,871368364,386999478.5,8.940201788,8.58771038,0.352491409
2211,37317558,84761859.9,7.571913216,7.928200478,-0.356287261
2212,313542341,164563124.5,8.496296197,8.216332524,0.279963672
2213,396003,,5.597698476,#NUM!,#NUM!
2214,9000000,50722789.26,6.954242509,7.705203128,-0.750960618
2215,87713825,93804227.38,7.94306805,7.972222411,-0.029154361
2216,172989651,114983995.6,8.238020123,8.060637396,0.177382727
2217,741394,101703126.1,5.870049067,8.007334302,-2.137285235
2218,30400000,37403210.96,7.482873584,7.572908887,-0.090035303
2219,87754044,70215550.2,7.943267139,7.846433303,0.096833836
2220,92542418,79825866.69,7.966340843,7.902143642,0.0641972
2221,44909486,82649250.92,7.652338084,7.917238922,-0.264900837
2222,76382,,4.882991026,#NUM!,#NUM!
2223,70752904,109251258,7.84974427,8.038426447,-0.188682177
2224,153518974,86544962.1,8.186162059,7.937241792,0.248920267
2225,1155000,,6.062581984,#NUM!,#NUM!
2226,14110013,169785746.8,7.149527414,8.229901229,-1.080373815
2227,100000000,153601939.3,8,8.186396699,-0.186396699
2228,760883,83884309.23,5.881317881,7.923680733,-2.042362852
2229,8894289,8894289,6.949111237,6.949111237,0
2230,4400000,35538711.55,6.643452676,7.550701678,-0.907249002
2231,4865000,122361950.9,6.687082845,8.087646393,-1.400563548
2232,78868508,74959582.33,7.896903625,7.874827158,0.022076467
2233,10219460,72306492.94,7.009427948,7.859177298,-0.849749349
2234,63513743,84723903.34,7.802867707,7.928005956,-0.125138249
2235,81600000,52015962.79,7.911690159,7.716136641,0.195553517
2236,4385312,56754070.62,6.642000497,7.753997016,-1.111996519
2237,4300000,74188828.59,6.633468456,7.870338514,-1.236870058
2238,75395048,116750330.1,7.877342822,8.067258117,-0.189915295
2239,55157539,61816025.95,7.741604881,7.791101082,-0.049496201
2240,41227069,108941729.4,7.61518246,8.037194265,-0.422011805
2241,4,25343355.49,0.602059991,7.403864116,-6.801804124
2242,95789342,130600892.5,7.98131719,8.115946145,-0.134628955
2243,22030000,81298164.52,7.343014497,7.910080741,-0.567066243
2244,11129057,,7.046458367,#NUM!,#NUM!
2245,6413915,72094820.51,6.8071232,7.857904065,-1.050780865
2246,939423,,5.972861189,#NUM!,#NUM!
2247,52970014,95196364.16,7.724030088,7.978620362,-0.254590274
2248,78382433,96446499.97,7.89421874,7.984286472,-0.090067732
2249,16671505,47832297.48,7.221974807,7.679721241,-0.457746434
2250,11000000,52355578.7,7.041392685,7.718962964,-0.677570279
2251,53579269,50421772.38,7.728996784,7.702618108,0.026378677
2252,32416586,29327068.23,7.510767275,7.46726865,0.043498625
2253,61141030,79962818.94,7.786332751,7.902888096,-0.116555345
2254,32287044,81276567.77,7.509028286,7.909965355,-0.40093707
2255,102244770,69310719.67,8.009641102,7.840800408,0.168840694
2256,109862682,294302686.2,8.040850197,8.468794226,-0.427944029
2257,18492362,91212991.9,7.266992386,7.960056701,-0.693064315
2258,44456478,47808767.4,7.647935053,7.679507547,-0.031572494
2259,11715321,116916139.6,7.068754193,8.067874467,-0.999120274
2260,52322400,83146734.77,7.718687657,7.919845199,-0.201157542
2261,45479110,125240354.3,7.657811957,8.097744288,-0.43993233
2262,2106838,,6.323631143,#NUM!,#NUM!
2263,35323292,43467902.59,7.548061171,7.638168685,-0.090107514
2264,19104350,43467902.59,7.281132266,7.638168685,-0.357036419
2265,114660784,118599062.7,8.059414907,8.074081257,-0.01466635
2266,32710894,,7.514692414,#NUM!,#NUM!
2267,21355893,36158928.73,7.329517736,7.558215555,-0.228697819
2268,71368,246233595.9,4.853503526,8.391347307,-3.537843781
2269,2948386,54510300.54,6.46958434,7.736478576,-1.266894236
2270,25482931,43227381.84,7.406249378,7.635758932,-0.229509554
2271,123729176,171268479.6,8.092472121,8.233677442,-0.141205322
2272,2506446,6291493.261,6.399058352,6.798753736,-0.399695383
2273,1494399,6291493.261,6.174466568,6.798753736,-0.624287167
